timestamp,category,amount,is_impulsive
2026-01-18 19:04:50.522161,Groceries,44.74,0
2026-01-19 02:39:50.522161,Clothing,688.12,1
2026-01-19 08:43:50.522161,Transport,28.76,0
2026-01-19 10:25:50.522161,Groceries,32.98,0
2026-01-19 12:18:50.522161,Groceries,24.82,0
2026-01-19 15:22:50.522161,Clothing,86.3,0
2026-01-19 16:30:50.522161,Groceries,84.31,0
2026-01-20 06:28:50.522161,Groceries,79.89,0
2026-01-20 12:46:50.522161,Transport,93.65,0
2026-01-20 14:33:50.522161,Clothing,57.63,0
2026-01-20 15:09:50.522161,Entertainment,27.99,0
2026-01-20 15:26:50.522161,Entertainment,23.68,0
2026-01-20 16:09:50.522161,Groceries,38.34,0
2026-01-20 19:06:50.522161,Groceries,35.9,0
2026-01-21 20:07:50.522161,Groceries,100.03,0
2026-01-22 13:48:50.522161,Clothing,15.93,0
2026-01-22 18:49:50.522161,Groceries,98.35,0
2026-01-22 21:26:50.522161,Clothing,23.32,0
2026-01-23 15:43:50.522161,Other,175.59,0
2026-01-24 09:22:50.522161,Clothing,47.58,0
2026-01-24 09:57:50.522161,Dining,15.02,0
2026-01-24 13:49:50.522161,Groceries,70.47,0
2026-01-25 06:43:50.522161,Utilities,35.61,0
2026-01-25 10:55:50.522161,Entertainment,41.31,0
2026-01-25 14:44:50.522161,Health,243.33,0
2026-01-25 14:56:50.522161,Groceries,45.91,0
2026-01-25 20:34:50.522161,Groceries,27.8,0
2026-01-26 09:15:50.522161,Entertainment,29.64,0
2026-01-26 19:35:50.522161,Dining,53.82,0
2026-01-26 19:40:50.522161,Entertainment,76.09,0
2026-01-27 11:33:50.522161,Clothing,98.32,0
2026-01-27 16:23:50.522161,Entertainment,125.8,0
2026-01-27 19:21:50.522161,Groceries,45.35,0
2026-01-28 02:59:50.522161,Electronics,1036.82,1
2026-01-28 11:25:50.522161,Transport,71.23,0
2026-01-28 14:05:50.522161,Utilities,85.6,0
2026-01-28 14:41:50.522161,Other,18.12,0
2026-01-28 17:22:50.522161,Groceries,36.65,0
2026-01-29 08:04:50.522161,Groceries,25.32,0
2026-01-29 12:44:50.522161,Clothing,29.05,0
2026-01-29 20:27:50.522161,Dining,21.94,0
2026-01-30 17:16:50.522161,Other,24.9,0
2026-01-30 22:30:50.522161,Other,62.52,0
2026-01-31 13:30:50.522161,Clothing,61.29,0
2026-02-01 09:06:50.522161,Entertainment,25.54,0
2026-02-01 18:37:50.522161,Dining,28.53,0
2026-02-02 11:12:50.522161,Dining,35.57,0
2026-02-02 13:15:50.522161,Dining,40.96,0
2026-02-03 01:26:50.522161,Electronics,1238.82,1
2026-02-03 11:11:50.522161,Dining,28.47,0
2026-02-03 13:16:50.522161,Entertainment,25.65,0
2026-02-03 14:54:50.522161,Groceries,55.39,0
2026-02-04 12:43:50.522161,Other,33.61,0
2026-02-04 14:18:50.522161,Other,50.27,0
2026-02-04 14:24:50.522161,Groceries,24.8,0
2026-02-04 20:47:50.522161,Groceries,11.19,0
2026-02-05 04:51:50.522161,Groceries,59.21,0
2026-02-05 08:09:50.522161,Entertainment,20.93,0
2026-02-05 15:41:50.522161,Health,42.89,0
2026-02-06 09:35:50.522161,Entertainment,6.73,0
2026-02-06 10:18:50.522161,Clothing,81.8,0
2026-02-06 12:40:50.522161,Dining,20.61,0
2026-02-06 12:54:50.522161,Electronics,132.51,0
2026-02-06 13:38:50.522161,Groceries,70.3,0
2026-02-06 14:14:50.522161,Dining,16.7,0
2026-02-06 19:56:50.522161,Electronics,48.31,0
2026-02-07 09:25:50.522161,Clothing,6.6,0
2026-02-07 11:56:50.522161,Groceries,13.73,0
2026-02-08 11:41:50.522161,Entertainment,80.98,0
2026-02-08 14:00:50.522161,Entertainment,34.09,0
2026-02-08 16:16:50.522161,Other,81.9,0
2026-02-08 16:57:50.522161,Transport,32.32,0
2026-02-08 17:45:50.522161,Utilities,66.95,0
2026-02-09 14:55:50.522161,Other,15.91,0
2026-02-09 15:35:50.522161,Other,90.79,0
2026-02-09 17:58:50.522161,Other,4.97,0
2026-02-09 21:29:50.522161,Groceries,98.79,0
2026-02-09 23:30:50.522161,Electronics,1382.02,1
2026-02-10 08:03:50.522161,Clothing,120.04,0
2026-02-10 09:08:50.522161,Transport,77.82,0
2026-02-10 10:21:50.522161,Dining,12.74,0
2026-02-10 10:31:50.522161,Groceries,41.53,0
2026-02-11 11:11:50.522161,Clothing,86.6,0
2026-02-11 11:21:50.522161,Clothing,46.11,0
2026-02-11 12:57:50.522161,Groceries,56.14,0
2026-02-11 14:12:50.522161,Groceries,55.25,0
2026-02-11 16:19:50.522161,Dining,11.01,0
2026-02-11 17:06:50.522161,Entertainment,4.11,0
2026-02-12 01:23:50.522161,Electronics,671.95,1
2026-02-12 05:00:50.522161,Dining,22.4,0
2026-02-13 14:28:50.522161,Dining,51.73,0
2026-02-13 17:08:50.522161,Groceries,52.48,0
2026-02-14 16:58:50.522161,Transport,184.41,0
2026-02-15 00:02:50.522161,Clothing,228.15,1
2026-02-15 08:27:50.522161,Electronics,12.59,0
2026-02-15 13:02:50.522161,Dining,32.02,0
2026-02-15 19:36:50.522161,Utilities,82.5,0
2026-02-16 13:46:50.522161,Transport,20.14,0
2026-02-17 07:58:50.522161,Clothing,37.42,0
2026-02-18 07:30:50.522161,Entertainment,91.84,0
2026-02-18 09:25:50.522161,Entertainment,82.84,0
2026-02-18 10:31:50.522161,Clothing,66.01,0
2026-02-18 16:23:50.522161,Other,15.73,0
2026-02-18 16:41:50.522161,Groceries,39.37,0
2026-02-18 20:56:50.522161,Groceries,70.48,0
2026-02-19 06:04:50.522161,Other,12.17,0
2026-02-19 09:46:50.522161,Groceries,55.79,0
2026-02-19 16:32:50.522161,Dining,16.9,0
2026-02-20 14:50:50.522161,Clothing,30.63,0
2026-02-20 16:08:50.522161,Transport,38.92,0
2026-02-20 18:10:50.522161,Transport,14.99,0
2026-02-21 10:14:50.522161,Groceries,146.67,0
2026-02-21 13:56:50.522161,Groceries,42.5,0
2026-02-21 21:27:50.522161,Dining,20.81,0
2026-02-22 05:41:50.522161,Clothing,51.6,0
2026-02-22 08:37:50.522161,Entertainment,21.52,0
2026-02-22 11:10:50.522161,Groceries,53.13,0
2026-02-22 13:13:50.522161,Other,38.08,0
2026-02-22 14:13:50.522161,Other,21.99,0
2026-02-22 21:55:50.522161,Dining,15.84,0
2026-02-23 12:47:50.522161,Health,38.52,0
2026-02-23 19:15:50.522161,Electronics,5.95,0
2026-02-24 03:46:50.522161,Electronics,848.03,1
2026-02-24 07:55:50.522161,Transport,77.46,0
2026-02-24 10:08:50.522161,Groceries,143.0,0
2026-02-24 12:07:50.522161,Groceries,76.27,0
2026-02-25 08:28:50.522161,Utilities,22.59,0
2026-02-25 18:35:50.522161,Groceries,48.03,0
2026-02-26 06:20:50.522161,Utilities,94.68,0
2026-02-26 10:42:50.522161,Other,15.12,0
2026-02-26 12:39:50.522161,Dining,22.13,0
2026-02-26 15:50:50.522161,Groceries,50.64,0
2026-02-27 09:52:50.522161,Other,8.11,0
2026-02-27 12:01:50.522161,Utilities,73.58,0
2026-02-27 15:22:50.522161,Groceries,17.4,0
2026-02-27 17:50:50.522161,Entertainment,60.9,0
2026-02-27 18:54:50.522161,Transport,104.0,0
